,version,precio,combustible,CV,km,lugar,año,link,modelo,marca
105,Audi A4 35 TFSI S line 110kW,25.9,  Gasolina,Unknown,                 103.000               ,                              Sevilla             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-audi-a4-35-tfsi-s-line-110kw-en-sevilla.htm?id=6331625,A4,Audi
106,Bmw Serie 3318dA,38.9,  Diesel,Unknown,                 24.395               ,                              Toledo             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-318da-en-toledo.htm?id=6330491,Serie3318dA,Bmw
107,Jeep Renegade1.3 PHEV Limited 4x4 Aut. 190,29.99,  Híbrido,Unknown,                 5.314               ,                              Alicante             ,2020,https://www.coches.com/km0/seminuevo-jeep-renegade-13-phev-limited-4x4-aut-190-en-alicante.htm?id=6327805,Renegade1.3,Jeep
108,Nissan Qashqai 1.2 DIG-T N-Tec,13.4,  Gasolina,Unknown,                 101.235               ,                              Alicante             ,2015,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-12-dig-t-n-tec-en-alicante.htm?id=6324319,Qashqai,Nissan
109,Volkswagen Passat 2.0TDI BMT Advance 4M 110kW,15.62,  Diesel,Unknown,                 96.000               ,                              Badajoz             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-20tdi-bmt-advance-4m-110kw-en-badajoz.htm?id=6322335,Passat,Volkswagen
110,Renault Mégane 1.3 TCe GPF Limited 85kW,16.9,  Gasolina,Unknown,                 29.775               ,                              Valencia             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-renault-megane-13-tce-gpf-limited-85kw-en-valencia.htm?id=6307143,Mégane,Renault
111,Land Rover Range … 2.0TD4 Pure 4WD Aut. 150,25.8,  Diesel,Unknown,                 69.279               ,                              Alicante             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover+evoque-20td4-pure-4wd-aut-150-en-alicante.htm?id=6304607,Rover,Land
112,Nissan Leaf 40 kWh Tekna,24.9,  Eléctrico,Unknown,                 12.063               ,                              Barcelona             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-nissan-leaf-40-kwh-tekna-en-barcelona.htm?id=6294191,Leaf,Nissan
113,Citroen C4 Cactus 1.6 BlueHDi Feel Edition 100,11.99,  Diesel,Unknown,                 53.000               ,                              Badajoz             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4+cactus-16-bluehdi-feel-edition-100-en-badajoz.htm?id=6281609,C4,Citroen
114,Seat Arona 1.0 TSI Ecomotive S&S FR 115,16.99,  Gasolina,Unknown,                 65.087               ,                              Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-seat-arona-10-tsi-ecomotive-s_s-fr-115-en-madrid.htm?id=6275399,Arona,Seat
115,Nissan Qashqai 1.2 DIG-T N-Connecta 4x2,14.995,  Gasolina,Unknown,                 86.999               ,"                              Palmas, Las             ",2017,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-12-dig-t-n-connecta-4x2-en-palmas+las.htm?id=6272747,Qashqai,Nissan
116,Audi Q5 2.0TDI ultra 150,28.9,  Diesel,Unknown,                 136.000               ,                              Cadiz             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-audi-q5-20tdi-ultra-150-en-cadiz.htm?id=6255583,Q5,Audi
117,Hyundai Tucson 1.6 CRDI Maxx 4x2,27.9,  Diesel,Unknown,                 15.000               ,                              Alicante             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-tucson-16-crdi-maxx-4x2-en-alicante.htm?id=6230271,Tucson,Hyundai
118,Audi A6 2.0TDI Advanced edition Multitronic,16.99,  Diesel,Unknown,                 122.294               ,                              Madrid             ,2014,https://www.coches.com/coches-segunda-mano/ocasion-audi-a6-20tdi-advanced-edition-multitronic-en-madrid.htm?id=6222661,A6,Audi
119,Mercedes Clase GLCGLC Coupé 350d 4Matic Aut.,45.9,  Diesel,Unknown,                 102.094               ,                              Pontevedra             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+glc-glc-coupe-350d-4matic-aut-en-pontevedra.htm?id=6212409,Clase,Mercedes
120,Mercedes Clase CC 220d 4Matic 9G-Tronic,21.55,  Diesel,Unknown,                 78.000               ,                              Jaen             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-220d-4matic-9g-tronic-en-jaen.htm?id=6844743,Clase,Mercedes
121,Bmw Serie 3330i Aut.,11.99,  Gasolina,Unknown,                 125.000               ,"                              Palmas, Las             ",2006,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-330i-aut-en-palmas+las.htm?id=6843713,Serie3330i,Bmw
122,,13.99,  Gasolina,Unknown,                 150.000               ,"                              Palmas, Las             ",1995,https://www.coches.com/coches-segunda-mano/ocasion-mitsubishi-3000+gt--en-palmas+las.htm?id=6843705,,
123,Opel Combo Life 1.5TD S/S Innovation L 100,18.99,  Diesel,Unknown,                 78.000               ,"                              Palmas, Las             ",2019,https://www.coches.com/coches-segunda-mano/ocasion-opel-combo-life-15td-ss-innovation-l-100-en-palmas+las.htm?id=6843667,Combo,Opel
124,Seat Altea 1.6TDI CR Copa Style E-eco. S&S,9.0,  Diesel,Unknown,                 87.000               ,                              Lleida             ,2012,https://www.coches.com/coches-segunda-mano/ocasion-seat-altea-16tdi-cr-copa-style-e-eco-s_s-en-lleida.htm?id=6843657,Altea,Seat
125,Nissan X-Trail 1.6 dCi Acenta 4x2 XTronic 7 pl.,21.0,  Diesel,Unknown,                 92.000               ,                              Almeria             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-nissan-x-trail-16-dci-acenta-4x2-xtronic-7-pl-en-almeria.htm?id=6841380,X-Trail,Nissan
126,Peugeot 308 1.6 BlueHDi Active 120,12.0,  Diesel,Unknown,                 98.700               ,                              Almeria             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-16-bluehdi-active-120-en-almeria.htm?id=6841284,308,Peugeot
127,Land Rover Range … 2.0D HSE 4WD Aut. 180,43.0,  Diesel,Unknown,                 87.000               ,                              Almeria             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover+velar-20d-hse-4wd-aut-180-en-almeria.htm?id=6841210,Rover,Land
128,Jaguar F-Pace 2.0i4D Prestige Aut. AWD 180,28.0,  Diesel,Unknown,                 125.000               ,                              Almeria             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-jaguar-f-pace-20i4d-prestige-aut-awd-180-en-almeria.htm?id=6840091,F-Pace,Jaguar
129,Citroen C4 1.2 PureTech Shine S&S EAT8 155,26.8,  Gasolina,Unknown,                 7.000               ,                              Caceres             ,2021,https://www.coches.com/km0/seminuevo-citroen-c4-12-puretech-shine-s_s-eat8-155-en-caceres.htm?id=6839205,C4,Citroen
130,Peugeot 2008 1.5BlueHDi S&S Allure Pack 110,23.8,  Diesel,Unknown,                 30.000               ,                              Caceres             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-2008-15bluehdi-s_s-allure-pack-110-en-caceres.htm?id=6839199,2008,Peugeot
131,Seat León ST 1.6TDI CR S&S Style 115,18.0,  Diesel,Unknown,                 31.000               ,                              Lleida             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-st-16tdi-cr-s_s-style-115-en-lleida.htm?id=6839015,León,Seat
132,Mercedes Clase EE 230 Avantgarde,6.0,  Gasolina,Unknown,                 87.000               ,                              Valencia             ,1997,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-230-avantgarde-en-valencia.htm?id=6835027,Clase,Mercedes
133,Citroen C3 1.1i SX,3.5,  Gasolina,Unknown,                 78.000               ,                              Valencia             ,2005,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3-11i-sx-en-valencia.htm?id=6833681,C3,Citroen
134,Citroen C3 Aircro… Puretech S&S Feel 110,18.15,  Gasolina,Unknown,                 16.716               ,                              Madrid             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3+aircross-puretech-s_s-feel-110-en-madrid.htm?id=6833421,C3,Citroen
135,Toyota Auris 90D Active,11.5,  Diesel,Unknown,                 125.000               ,"                              Coruña, A             ",2015,https://www.coches.com/coches-segunda-mano/ocasion-toyota-auris-90d-active-en-coruna+a.htm?id=6831965,Auris,Toyota
136,Honda CR-V 2.2i-CTDi Executive,10.9,  Diesel,Unknown,                 176.000               ,"                              Coruña, A             ",2009,https://www.coches.com/coches-segunda-mano/ocasion-honda-cr-v-22i-ctdi-executive-en-coruna+a.htm?id=6831931,CR-V,Honda
137,Citroen Berlingo Furgón 1.9D 600,2.0,  Diesel,Unknown,                 340.000               ,"                              Coruña, A             ",2003,https://www.coches.com/coches-segunda-mano/ocasion-citroen-berlingo-furgon-19d-600-en-coruna+a.htm?id=6831719,Berlingo,Citroen
138,Mini Mini One,18.9,  Gasolina,Unknown,                 60.300               ,                              Murcia             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-one-en-murcia.htm?id=6830615,Mini,Mini
139,Fiat 500 1.2 Mirror,10.99,  Gasolina,Unknown,                 85.000               ,                              Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-12-mirror-en-madrid.htm?id=6828909,500,Fiat
140,Mercedes Clase SS 320CDI BE Aut.,17.2,  Diesel,Unknown,                 224.000               ,                              Madrid             ,2009,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+s-s-320cdi-be-aut-en-madrid.htm?id=6828707,Clase,Mercedes
141,Mercedes Clase RR 300CDI BE (14.75) Aut.,15.9,  Diesel,Unknown,                 202.400               ,                              Pontevedra             ,2012,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+r-r-300cdi-be-1475-aut-en-pontevedra.htm?id=6824119,Clase,Mercedes
142,Nissan Murano 3.5 V6 Aut.,5.9,  Gasolina,Unknown,                 164.000               ,                              Almeria             ,2005,https://www.coches.com/coches-segunda-mano/ocasion-nissan-murano-35-v6-aut-en-almeria.htm?id=6822161,Murano,Nissan
143,Nissan Qashqai 1.3 DIG-T N-Motion 4x2 103kW,20.9,  Gasolina,Unknown,                 48.000               ,                              Valencia             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-13-dig-t-n-motion-4x2-103kw-en-valencia.htm?id=6820997,Qashqai,Nissan
144,Toyota Corolla 2.0D-4D Luna,3.899,  Diesel,Unknown,                 246.000               ,                              Almeria             ,2007,https://www.coches.com/coches-segunda-mano/ocasion-toyota-corolla-20d-4d-luna-en-almeria.htm?id=6820511,Corolla,Toyota
145,Hyundai Kona 1.0 TGDI 48V Maxx 4x2,18.5,  Gasolina,Unknown,                 0               ,                              Palencia             ,2022,https://www.coches.com/km0/seminuevo-hyundai-kona-10-tgdi-48v-maxx-4x2-en-palencia.htm?id=6818045,Kona,Hyundai
146,Citroen C3 1.2 PureTech S&S Business 83,10.99,  Gasolina,Unknown,                 34.610               ,                              Valencia             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3-12-puretech-s_s-business-83-en-valencia.htm?id=6816125,C3,Citroen
147,Peugeot 208 Allure Eléctrico 100kW,28.808,  Eléctrico,Unknown,                 2               ,                              Madrid             ,2022,https://www.coches.com/km0/seminuevo-peugeot-208-allure-electrico-100kw-en-madrid.htm?id=6815725,208,Peugeot
148,Mini Mini One 75,5.999,  Gasolina,Unknown,                 145.000               ,                              Vizcaya             ,2009,https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-one-75-en-vizcaya.htm?id=6814079,Mini,Mini
149,Suzuki Vitara 1.6 16v Hard Top SE,5.0,  Gasolina,Unknown,                 198.000               ,                              Girona             ,1996,https://www.coches.com/coches-segunda-mano/ocasion-suzuki-vitara-16-16v-hard-top-se-en-girona.htm?id=6813719,Vitara,Suzuki
150,Ford Mustang Mach… AWD Rango estandar,49.99,  Eléctrico,Unknown,                 5               ,                              Valladolid             ,2022,https://www.coches.com/km0/seminuevo-ford-mustang+mach-e-awd-rango-estandar-en-valladolid.htm?id=6813253,Mustang,Ford
151,Peugeot 2008 1.2 PureTech S&S Allure 130,20.9,  Gasolina,Unknown,                 0               ,                              Valladolid             ,2022,https://www.coches.com/km0/seminuevo-peugeot-2008-12-puretech-s_s-allure-130-en-valladolid.htm?id=6813221,2008,Peugeot
152,Opel Corsa-e Ultimate-e,28.3,  Eléctrico,Unknown,                 5               ,                              Valladolid             ,2022,https://www.coches.com/km0/seminuevo-opel-corsa--e-ultimate-e-en-valladolid.htm?id=6812001,Corsa-e,Opel
153,Opel Grandland X 1.2T S&S Ultimate 130,27.4,  Gasolina,Unknown,                 5               ,                              Valladolid             ,2022,https://www.coches.com/km0/seminuevo-opel-grandland+x-12t-s_s-ultimate-130-en-valladolid.htm?id=6811999,Grandland,Opel
154,Opel Grandland X 1.2T S&S Ultimate 130,28.9,  Gasolina,Unknown,                 5               ,                              Valladolid             ,2022,https://www.coches.com/km0/seminuevo-opel-grandland+x-12t-s_s-ultimate-130-en-valladolid.htm?id=6811987,Grandland,Opel
155,Ford Fiesta 1.0 EcoBoost S/S Active Aut. 125,16.99,  Gasolina,Unknown,                 5               ,                              Valladolid             ,2022,https://www.coches.com/km0/seminuevo-ford-fiesta-10-ecoboost-ss-active-aut-125-en-valladolid.htm?id=6811963,Fiesta,Ford
156,Bmw X1 sDrive 20dA,30.9,  Diesel,Unknown,                 47.116               ,                              Murcia             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x1-sdrive-20da-en-murcia.htm?id=6811331,X1,Bmw
157,Bmw Serie 1118d,19.9,  Diesel,Unknown,                 78.850               ,                              Guadalajara             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-118d-en-guadalajara.htm?id=6810877,Serie1118d,Bmw
158,Citroen Jumpy Furgón 29 L1H1 125,12.2,  Diesel,Unknown,                 181               ,                              Lleida             ,2014,https://www.coches.com/coches-segunda-mano/ocasion-citroen-jumpy-furgon-29-l1h1-125-en-lleida.htm?id=6809723,Jumpy,Citroen
159,Fiat 500 1.2 S,13.79,  Gasolina,Unknown,                 22.098               ,                              Madrid             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-12-s-en-madrid.htm?id=6808901,500,Fiat
160,Ford Transit Cust…Tourneo Custom 2.0TDCI Sport 185,32.69,  Diesel,Unknown,                 5               ,                              Valladolid             ,2021,https://www.coches.com/km0/seminuevo-ford-transit+custom-tourneo-custom-20tdci-sport-185-en-valladolid.htm?id=6808625,Transit,Ford
